778 10
4.786 -10.354 -4.900 -3.810 8.065 0.761 -0.673 8.342 0.399 0.352
4.526 -12.596 -3.410 -4.484 5.174 -2.464 -2.659 8.951 3.059 -0.458
4.289 -11.230 -2.282 -2.978 6.501 -7.398 -5.244 9.594 3.121 0.559
5.394 -8.841 -0.269 -1.247 11.750 -10.673 -8.103 10.081 -1.987 6.749
3.318 0.103 -0.850 1.777 15.358 -8.351 -3.878 4.956 -3.136 13.233
-2.677 5.701 -6.996 5.911 17.082 -2.919 5.231 -2.918 5.404 12.391
-4.643 1.820 -4.823 4.799 17.723 -0.519 7.114 -0.772 3.502 8.136
-3.535 -6.775 -10.356 2.565 24.680 3.086 9.469 4.131 4.277 13.717
-1.768 -8.817 -13.063 2.523 26.282 1.876 7.703 3.797 2.134 21.170
-0.302 -3.849 -16.495 0.791 15.626 -2.949 0.848 7.206 2.470 8.574
3.692 -4.577 -0.608 0.333 -0.031 -14.505 -7.289 2.659 -7.768 2.230
-0.293 -9.416 1.635 -5.233 -8.644 -16.347 -12.944 9.857 -7.757 -2.530
-1.690 -10.138 -1.038 -4.109 -15.886 -15.015 -12.896 6.115 -2.898 -8.017
2.278 -9.982 -0.395 6.090 -16.221 -10.205 -7.400 1.074 4.051 -1.117
3.207 -3.352 0.925 14.613 -10.624 -1.633 -3.095 -3.742 3.014 1.744
1.153 -6.631 1.443 8.538 -8.697 -8.775 -6.962 -2.049 5.665 0.035
0.719 -10.032 1.132 1.836 -12.508 -14.424 -5.837 3.765 7.098 -1.300
-1.084 -12.899 0.514 -5.846 -14.246 -21.582 -4.972 1.702 1.040 -7.001
-1.458 -12.481 2.128 -7.076 -13.376 -21.694 -5.064 8.289 -1.523 -4.130
-2.707 -11.000 1.818 -5.553 -13.699 -17.683 -9.043 13.579 -1.481 -4.338
-2.559 -11.838 1.729 -6.678 -14.708 -16.557 -11.813 13.144 -1.060 -7.336
-1.805 -12.421 2.430 -7.979 -13.280 -16.601 -11.734 12.524 0.383 -7.723
0.340 -12.891 4.033 -7.565 -8.960 -14.804 -10.898 13.075 4.501 -4.837
1.886 -15.054 2.021 -8.396 -8.489 -12.940 -18.258 7.674 4.343 -2.695
5.565 -13.089 1.429 -6.952 -4.431 -3.242 -19.195 2.299 2.031 0.665
3.181 -3.908 1.865 1.682 2.911 3.278 -6.864 -9.893 -3.006 -2.413
1.447 -2.000 3.116 1.802 -3.666 3.911 1.667 -15.723 -16.244 -2.155
0.778 -0.072 0.384 -0.359 -7.895 4.865 1.793 -19.887 -17.222 -0.182
-0.429 -0.899 1.490 -1.505 -7.451 5.322 -2.850 -22.861 -16.506 -1.908
0.951 -7.048 -3.017 -7.707 -5.132 1.067 -4.599 -8.982 -7.764 -9.156
3.092 -9.827 -6.727 -15.530 -1.748 5.682 -10.399 -2.722 -1.553 -4.926
1.042 -12.736 -11.092 -17.051 -0.966 6.082 -15.184 -3.457 -1.272 -5.680
-0.057 -14.036 -11.713 -16.102 1.215 6.553 -18.461 -2.362 -1.770 -5.292
0.339 -12.612 -9.879 -13.358 1.166 11.011 -15.917 0.275 -0.044 -4.919
0.025 -12.941 -10.255 -13.070 -0.154 12.105 -15.799 -0.560 -0.067 -5.623
0.714 -12.585 -9.384 -11.461 -0.055 13.019 -14.915 0.271 2.853 -3.602
1.232 -12.507 -9.014 -10.402 -0.009 7.944 -10.070 -1.735 3.521 2.756
3.017 -13.058 -9.782 -6.618 -3.866 -1.893 -1.661 -5.762 0.745 10.867
4.044 -9.033 -10.584 3.078 -4.719 -3.199 -0.060 -7.071 1.378 13.156
3.777 -5.775 -10.360 5.260 2.823 -15.460 -3.740 -6.143 5.614 8.790
1.925 -8.851 -9.721 -0.773 -0.046 -23.990 -4.688 -5.313 1.015 3.731
3.143 -9.195 -6.162 -2.492 -4.494 -20.887 -6.545 -3.638 -2.357 8.489
4.133 -7.534 -2.958 -2.725 -7.338 -10.377 -9.758 -5.997 -3.202 10.516
4.204 -3.450 -2.597 -1.991 -5.668 -5.041 -14.968 -5.261 -11.490 8.125
6.238 -0.134 -0.182 -0.431 8.127 2.284 -8.167 -1.919 -18.267 11.133
6.616 4.132 1.075 6.928 13.975 3.143 -2.276 -4.100 -3.864 6.021
3.571 6.805 6.379 9.372 6.503 -8.262 -5.049 -6.196 3.506 6.480
-1.866 3.211 3.331 4.062 9.075 -1.631 4.223 3.677 1.137 8.308
-0.456 -0.282 -9.275 2.340 9.943 -0.502 3.512 6.846 5.432 3.603
-3.812 -8.638 -16.905 -3.174 14.487 3.459 1.216 -2.947 -3.829 8.968
-4.774 -7.418 -17.432 -4.589 14.492 2.348 4.596 1.301 -6.661 10.070
2.533 -3.053 -16.557 -4.719 12.084 4.484 4.890 -3.748 -17.180 10.834
4.428 0.697 -5.786 -17.194 4.727 1.723 -4.826 -4.270 -18.268 6.454
3.982 -2.816 -5.412 -22.396 -3.006 0.471 -5.422 0.984 -14.789 2.207
5.372 -4.732 -3.570 -23.887 -2.820 1.698 -6.428 2.000 -11.682 2.387
5.655 -5.971 -3.875 -23.852 -3.259 3.528 -5.006 -0.678 -10.115 2.680
5.530 -5.643 -3.794 -24.429 -3.247 3.842 -4.529 -2.059 -10.682 2.209
5.734 -4.269 -4.412 -24.763 -3.090 4.074 -6.407 -1.920 -13.349 0.691
5.799 -0.804 -4.775 -19.499 -0.850 5.503 -1.261 -1.344 -15.666 4.186
8.008 3.711 -11.114 -14.913 3.559 5.553 6.026 -2.815 -17.065 3.030
6.004 8.917 -8.028 -7.450 7.483 4.369 3.700 2.506 -8.630 5.108
1.842 4.108 -5.620 1.140 9.314 5.227 6.028 -3.001 -6.374 3.290
-2.575 1.824 -5.372 4.005 10.044 5.858 9.455 -3.060 -3.662 -0.960
-4.343 -2.618 -5.379 7.106 14.041 3.685 8.451 -1.984 -5.864 1.858
-6.097 -0.946 -5.085 8.473 13.265 4.263 5.013 -6.922 2.486 4.979
-6.134 3.348 -1.845 8.180 10.305 2.042 8.050 -1.164 -3.842 -5.049
-3.519 8.656 -1.105 5.297 5.578 0.416 -0.631 -3.538 -2.312 -4.007
-0.599 10.072 -4.173 -1.730 3.593 2.627 5.787 -4.713 -8.518 1.166
0.537 8.464 -3.176 -6.034 3.281 2.390 -0.370 -6.824 -15.137 -0.018
0.882 8.438 -5.623 -8.364 5.181 5.290 -6.542 -8.596 -17.198 1.815
1.286 6.389 -7.033 -9.324 1.751 4.103 -7.206 -10.676 -23.168 0.861
1.469 6.000 -7.541 -8.022 1.772 5.942 -9.022 -12.204 -22.298 3.148
1.120 6.269 -5.119 -6.592 2.974 4.042 -1.208 -12.088 -19.672 2.628
1.441 7.103 -4.393 -7.529 3.508 5.202 0.675 -14.759 -20.604 3.950
1.573 6.141 -3.876 -4.772 1.957 5.297 0.920 -14.254 -19.337 1.034
1.318 5.772 -2.949 -5.416 -0.097 8.055 -2.383 -13.159 -18.412 -1.237
0.855 6.066 -2.452 -8.469 2.548 3.787 1.357 -15.364 -21.407 -1.890
1.054 4.589 -3.064 -6.433 3.270 3.801 -5.378 -7.874 -17.544 -5.130
2.594 6.006 -3.051 -7.742 3.694 3.219 -6.752 -0.550 -17.964 -6.844
2.684 4.564 -0.821 -4.813 -8.491 5.319 5.660 -6.286 -14.026 -1.325
2.557 4.438 0.389 -1.803 -11.202 10.894 10.622 -12.792 -10.701 -3.045
2.293 5.106 1.314 -0.920 -13.392 11.204 13.982 -14.365 -13.731 -3.762
1.878 4.309 -0.470 -2.246 -15.194 9.348 13.369 -13.596 -11.562 -3.847
1.229 3.398 0.473 -4.085 -15.340 10.252 13.059 -11.762 -11.019 -3.523
1.611 2.203 2.247 -5.659 -15.434 7.825 10.611 -11.608 -11.868 -3.700
1.748 2.751 0.864 -5.496 -11.765 4.794 8.202 -9.370 -9.828 -3.175
2.753 2.796 -0.609 -10.718 -17.051 5.041 8.894 -5.169 -6.741 0.344
3.821 0.478 -2.057 -16.056 -15.624 8.844 8.562 -2.154 -7.278 -0.907
4.625 -0.732 -5.157 -16.830 -16.703 11.604 1.319 -1.540 -8.984 -2.065
5.727 -2.065 -6.777 -16.439 -14.485 11.442 -0.313 -3.366 -9.572 -1.001
5.125 -1.979 -7.170 -15.783 -8.402 8.759 -4.078 -3.551 -10.356 0.046
-0.224 6.858 -9.694 -11.538 -1.424 0.019 -1.291 -10.494 -5.319 6.040
-6.414 10.553 -5.845 -0.356 5.116 -1.423 -0.715 -10.417 0.816 -3.130
2.119 14.003 2.511 3.469 2.547 -0.653 4.808 -11.476 3.607 -2.334
5.610 9.943 5.278 5.132 6.111 4.001 -2.362 -6.452 0.533 -0.425
-1.657 20.106 -2.223 10.966 3.141 -1.790 3.001 -3.137 2.001 -0.937
-8.854 10.156 -3.650 9.785 6.724 -0.165 -0.414 -2.920 4.949 3.516
-2.232 2.878 -3.192 -0.389 0.634 -5.460 -14.065 -2.708 10.903 6.746
-2.845 -3.226 -3.580 -2.009 -7.739 -8.642 -17.517 1.471 13.494 3.767
-2.860 -5.565 0.690 -3.546 -6.915 -7.712 -15.316 3.834 11.917 2.471
-1.970 -7.169 1.779 -3.537 -6.622 -7.996 -16.027 5.330 10.783 1.074
-0.806 -7.695 2.011 -2.711 -6.396 -10.270 -13.625 3.321 8.122 0.787
-2.232 -4.592 0.598 0.973 -10.537 -6.845 -15.842 7.459 1.122 3.816
-1.100 -4.282 2.157 3.737 -9.983 -8.798 -14.993 8.079 1.377 2.708
1.091 -5.094 3.955 7.480 -10.825 -4.962 -18.517 8.313 2.393 1.927
2.872 -5.645 5.219 13.533 -10.505 -0.428 -18.633 4.140 3.987 4.641
4.604 3.651 14.013 14.492 4.282 -7.653 -9.290 -4.389 4.663 7.610
2.532 3.093 11.205 13.717 -1.335 2.924 -7.495 -3.390 -2.361 5.787
-2.996 -3.789 10.099 13.643 -3.251 -5.016 -12.697 -0.261 -1.405 -1.264
-1.344 -2.832 14.146 9.662 -1.112 -13.516 -6.717 5.540 -3.799 -2.506
-0.328 -4.193 16.634 9.275 -3.906 -10.591 -6.024 10.175 -12.106 -2.489
-1.608 -2.788 16.268 10.258 -8.377 -8.322 -4.608 12.291 -14.505 -1.678
-2.693 0.039 16.565 5.015 -16.836 -4.999 1.620 15.221 -14.753 -3.480
-3.253 3.784 20.049 0.489 -17.951 -0.938 4.706 13.967 -13.243 -4.703
-1.169 7.921 14.682 -5.465 -9.197 5.698 5.526 8.506 -16.186 -6.009
5.219 8.039 3.978 7.294 -10.268 2.036 11.295 1.250 -15.275 -6.423
5.929 7.103 5.796 5.884 -10.558 2.885 13.968 1.085 -16.265 -8.016
6.733 7.788 4.535 6.811 -10.161 3.900 14.401 3.679 -17.230 -7.631
4.395 12.394 1.763 6.040 -4.236 -4.039 20.708 -1.753 -13.158 -4.908
2.860 12.190 5.155 4.187 -7.694 0.382 17.657 -1.945 -10.034 -7.235
1.568 8.961 12.746 1.811 -15.223 12.421 4.544 0.645 -1.986 -12.989
2.601 4.168 13.371 9.187 -15.998 -1.999 14.099 5.565 -2.471 -15.668
3.838 7.494 5.958 9.000 -5.307 -2.240 17.120 -5.789 -4.712 -8.164
3.807 7.465 5.718 8.342 -8.550 4.403 18.128 -14.118 -8.102 -2.436
3.833 6.089 5.257 6.241 -9.465 10.673 18.105 -13.911 -12.243 -1.913
5.346 3.285 6.094 6.576 -12.508 15.051 19.127 -14.970 -12.736 -6.297
5.800 0.953 7.344 3.491 -12.294 17.106 18.660 -11.025 -13.424 -4.078
3.519 1.542 7.048 -1.771 -10.202 12.793 19.162 -9.779 -8.837 0.622
1.119 1.138 5.216 -0.568 -9.312 8.184 12.491 -6.253 -7.108 2.184
4.738 -0.609 7.679 -5.292 -15.308 13.374 12.203 -5.004 -7.708 0.448
6.369 0.182 7.732 -6.382 -18.171 13.903 11.387 -0.561 -6.011 2.678
5.968 0.645 7.543 -7.102 -18.494 12.371 12.525 -2.321 -4.666 3.147
4.875 0.858 3.551 -10.090 -13.577 9.951 17.156 -7.068 0.978 -0.697
5.776 0.364 0.609 -12.827 -8.892 10.581 19.352 -6.484 -0.588 -1.534
8.959 -0.821 2.611 -11.616 0.091 8.323 10.102 -2.759 -6.664 3.627
6.230 4.362 0.640 -4.810 5.158 7.659 7.326 -4.576 -7.946 10.805
-1.368 12.547 -3.071 1.615 2.044 5.683 9.998 -12.194 -1.611 5.612
-3.759 11.853 0.032 7.287 5.020 8.625 9.685 -2.474 4.223 -12.114
-4.080 1.732 4.386 9.276 8.560 9.521 9.902 0.427 4.717 -4.544
-4.520 1.839 2.759 6.968 9.638 5.425 6.581 4.197 3.627 -6.978
-4.123 0.910 2.424 4.531 3.218 1.654 9.261 2.345 1.966 -2.433
-12.066 3.201 3.308 -3.432 5.588 -5.647 8.297 2.988 9.435 4.390
-7.829 7.814 1.807 -1.069 6.476 -3.201 5.902 -0.338 4.010 3.246
3.865 3.919 1.002 -7.186 0.953 10.130 -7.716 -3.344 4.665 5.944
2.975 0.866 0.191 -9.242 -3.719 11.467 -10.514 -5.084 0.925 6.688
3.496 -0.220 1.065 -11.719 -2.615 14.195 -7.964 -6.451 0.197 4.830
4.282 -0.135 -0.035 -11.678 -2.608 15.018 -6.191 -6.582 -0.580 3.609
4.207 -0.276 0.194 -11.440 -2.348 14.660 -7.789 -5.394 -1.539 5.002
2.463 0.996 -0.727 -8.515 -1.635 12.584 -8.937 -5.382 -1.253 5.605
1.207 2.365 -0.263 -7.076 0.998 9.705 -9.417 -5.447 -2.515 8.148
0.840 4.233 0.088 -3.839 1.857 5.640 -8.333 -5.881 -5.125 10.322
0.782 7.960 1.583 -2.882 6.012 5.136 -1.770 -10.918 -10.237 11.778
1.115 11.499 -1.744 2.341 8.887 2.321 5.397 -6.995 -6.175 4.702
1.174 10.675 1.060 6.740 9.513 3.519 3.473 -14.949 -1.892 6.254
-1.803 12.525 1.026 6.080 12.055 4.703 1.973 -13.434 1.621 6.126
-5.998 13.744 -2.482 9.627 14.169 2.492 7.870 -16.547 1.748 7.116
-7.403 16.862 -6.276 10.387 12.174 -1.779 7.315 -14.608 -0.451 10.999
-4.704 15.231 -5.593 9.259 10.205 -1.813 3.067 -12.004 -4.344 9.526
-3.579 11.114 -3.129 4.578 10.104 -2.456 -0.153 -11.828 -6.502 11.604
-1.505 8.166 -3.428 6.578 7.799 -2.731 -4.538 -9.131 -4.993 9.104
-1.001 6.015 -1.794 5.677 5.879 -2.882 -7.894 -6.963 -2.979 10.466
-0.083 4.851 -1.076 5.640 4.430 -2.529 -7.615 -5.978 -0.373 10.084
-0.291 3.124 0.073 8.088 4.281 -3.735 -10.574 -2.167 -1.739 8.850
-0.049 2.683 3.396 8.137 6.173 -6.603 -11.076 1.091 -6.034 8.670
1.191 1.882 1.998 5.856 8.808 -6.558 -10.579 6.840 -8.509 7.336
-0.257 -1.093 -3.129 15.936 17.505 -3.103 -12.559 6.574 -5.617 8.995
2.795 4.488 3.546 14.097 14.599 -4.027 -7.051 1.090 -1.468 2.804
-2.630 8.581 5.659 8.034 10.959 -4.848 -3.699 -8.346 1.306 2.203
-4.113 3.777 7.434 3.064 8.593 0.511 0.534 -1.233 -1.170 1.059
-8.803 1.412 1.709 4.669 7.471 4.327 -0.168 -1.562 0.548 -4.930
-5.216 2.216 -2.352 5.244 10.234 -1.422 -1.780 -2.692 -2.751 -1.823
-5.307 2.364 1.816 4.864 7.424 1.538 -0.737 -3.749 -1.911 -1.670
-5.758 0.340 1.186 6.926 8.833 5.146 1.048 -4.358 1.331 -1.952
-6.663 0.911 6.942 4.491 1.870 6.996 3.399 -8.961 6.361 -0.730
-4.982 0.248 -1.017 12.854 2.306 0.504 3.224 1.014 3.808 1.501
-12.072 -10.254 -17.283 7.575 9.571 -12.721 -0.804 5.773 7.686 11.550
-12.963 -5.958 -11.973 13.366 12.481 -13.335 1.397 9.395 4.270 6.152
-8.594 -2.141 -9.743 8.351 5.717 -16.715 -0.541 -0.044 -1.277 -5.633
-8.089 -1.290 -2.503 14.060 6.818 -8.604 5.639 4.421 0.877 0.478
-2.362 4.610 -0.188 16.795 14.331 -13.389 -2.807 7.306 3.481 -1.488
3.082 4.190 4.688 18.503 6.254 -18.121 -2.475 6.096 -0.213 5.309
3.229 -0.719 10.389 13.174 5.152 -16.221 -3.595 6.349 -2.897 0.785
2.960 -0.643 11.418 12.985 4.346 -11.620 -6.450 4.238 -3.240 -6.052
3.271 -1.438 9.780 13.372 3.462 -11.603 -9.105 5.877 -2.794 -5.294
3.030 -1.986 10.568 11.724 3.099 -11.015 -9.187 4.656 -2.433 -4.461
2.391 -1.660 7.863 13.255 1.973 -9.255 -10.269 5.328 -3.139 -4.586
3.648 -4.243 8.309 12.730 0.087 -8.163 -10.789 3.391 0.791 -5.028
2.656 -4.252 7.429 13.045 -0.858 -7.962 -10.016 3.839 0.973 -4.324
3.748 -2.836 7.834 12.034 -0.129 -7.968 -9.618 3.319 0.834 -2.050
3.660 -2.947 7.291 11.510 -1.732 -6.586 -9.135 2.728 1.331 -2.357
3.654 -2.804 7.546 11.716 -1.713 -6.590 -10.417 3.163 0.211 -2.571
2.854 -2.616 7.826 11.822 -1.342 -6.958 -11.124 2.745 0.111 -2.094
2.506 -3.045 8.739 11.903 -0.293 -7.400 -9.869 0.790 1.592 -3.218
6.227 -4.330 10.064 10.982 0.338 -8.612 -9.778 1.872 1.410 -0.718
6.530 -3.459 6.631 13.852 -1.330 -8.430 -8.535 1.519 1.395 0.493
6.285 -3.176 5.043 13.998 -0.518 -9.499 -6.202 2.345 0.904 0.706
6.469 -3.371 4.839 12.248 -1.065 -7.078 -7.506 1.309 3.708 -0.647
7.464 -5.752 5.740 10.652 0.148 -7.523 -8.137 2.416 4.374 -1.077
7.160 -2.576 -0.634 15.226 -2.179 -7.505 -6.489 2.713 1.231 2.869
7.336 -0.845 -0.814 9.776 1.158 -7.434 -8.423 3.835 0.814 2.725
7.124 -4.994 4.147 6.593 0.514 -7.177 -8.865 2.960 -0.966 4.490
7.620 -3.312 0.887 8.143 -0.765 -5.373 -9.388 0.275 -2.559 5.665
7.248 -0.709 1.285 7.158 0.320 -6.583 -10.163 -1.664 -0.997 7.834
7.240 -0.166 1.448 0.924 3.019 -5.690 -7.232 -2.335 -3.070 8.650
5.739 6.505 -1.009 2.057 2.175 -5.430 -0.414 -7.035 -1.331 7.836
7.002 5.293 -5.124 0.185 3.042 -6.613 -1.326 -6.023 -1.015 11.777
6.052 4.717 -8.355 -2.972 4.503 -3.000 2.522 -6.463 6.035 11.598
-1.161 5.738 -4.065 -1.436 2.240 -7.654 -2.094 -7.981 2.180 5.008
-5.925 6.436 -2.420 -0.312 8.075 -3.461 3.971 0.813 7.364 -2.485
-3.167 3.017 -2.210 4.689 5.174 -4.281 6.002 2.765 0.267 -4.242
-5.295 1.294 -4.758 3.552 5.859 -4.928 2.397 0.607 3.642 -3.137
-3.532 2.864 -3.138 -0.232 -3.596 -5.171 8.643 0.551 7.997 5.517
-0.495 7.472 0.336 -7.266 -8.503 -7.870 7.356 1.929 11.171 7.466
0.274 8.900 -0.376 -4.695 -10.744 -9.808 1.846 5.114 9.285 1.317
-0.433 5.983 -1.569 -0.751 -5.194 -11.654 -4.273 -0.184 3.917 1.856
-0.303 4.176 -2.635 -6.292 1.025 -2.239 -1.389 5.426 6.809 -0.414
2.459 5.397 -1.176 -8.657 1.457 8.984 9.400 16.023 7.296 -2.600
11.999 4.796 1.324 -16.775 -16.013 5.516 4.723 7.360 3.771 -5.961
12.717 -2.384 5.134 -18.361 -18.130 11.075 2.484 9.560 5.124 -6.222
12.831 -1.396 4.189 -16.173 -17.919 11.134 4.528 11.111 2.478 -8.270
10.209 -3.235 5.723 -14.811 -14.376 10.166 4.086 7.758 2.980 -10.318
6.801 -1.762 4.391 -11.756 -14.461 12.007 5.114 6.344 0.541 -10.600
5.015 -1.433 3.778 -11.975 -11.732 11.485 7.946 2.368 -2.153 -8.845
5.100 -0.231 1.571 -12.501 -11.223 10.335 10.531 -1.508 -2.971 -7.559
4.467 0.695 -0.311 -10.037 -9.352 9.076 10.956 -4.193 -6.594 -5.480
6.536 -0.166 -1.824 -8.497 -10.101 7.878 11.650 -7.514 -9.165 -2.241
6.828 0.379 -3.296 -7.407 -7.968 5.569 11.798 -10.390 -10.129 -0.265
5.795 0.606 -2.512 -5.882 -7.129 2.442 13.657 -15.780 -7.834 0.875
5.721 1.189 -0.726 -2.590 -9.894 1.977 17.441 -23.254 -2.047 -0.222
3.468 3.027 0.331 -1.603 -10.350 3.080 15.782 -23.518 -4.163 2.835
1.404 4.928 0.356 0.720 -7.753 -0.272 15.564 -25.355 -2.981 5.723
3.095 6.308 -2.742 5.917 -8.360 4.321 12.366 -27.463 -2.477 9.235
0.601 13.124 -6.631 9.242 -6.245 6.467 7.785 -24.740 -1.529 9.592
-3.498 18.947 -5.384 5.986 2.328 4.344 6.211 -11.668 4.902 2.476
-8.585 17.657 -7.622 10.240 5.814 1.403 6.076 -2.649 5.073 -3.392
-18.154 12.652 -6.949 11.657 4.489 -6.194 2.106 -4.807 0.770 -2.060
-20.668 10.455 -8.142 12.474 4.902 -0.651 0.908 -4.803 0.468 1.079
-20.452 9.466 -6.887 13.081 5.111 -2.462 0.495 -0.005 4.754 -0.642
-22.421 7.368 -8.717 8.927 2.317 2.483 1.902 -1.581 4.268 0.272
-21.929 7.814 -8.754 10.554 2.308 -0.741 2.814 -1.685 5.008 1.761
-21.805 8.022 -7.075 13.318 3.217 -1.606 1.436 2.099 3.912 -3.612
-22.658 3.473 -8.169 10.351 0.170 -1.623 1.951 -0.324 7.149 -1.716
-20.888 6.129 -8.208 13.324 5.260 1.511 3.952 4.181 12.032 -0.224
-20.350 6.541 -7.426 14.576 5.416 -5.391 -3.080 -4.016 5.208 1.364
-16.167 7.280 -4.446 9.015 2.095 1.100 9.453 4.444 9.301 -1.099
